id,autor,conteudo,data,reacoes,tem_anexo,menciona_alguem,mentioned_users,reply_to_id,message_length
1472662855353630801,pdrohd,https://cdn.discordapp.com/attachments/823268256898613269/1417634965977436352/RDT_20250909_1742487139217863474360970.gif,2026-02-15 15:36:25,2,False,False,,,120
1472662800739340433,carrocho,vai nascer ainda,2026-02-15 15:36:12,0,False,False,,,16
1472662787162636398,carrocho,isso isso,2026-02-15 15:36:09,0,False,True,wesleydsg,1.472658854000071e+18,9
1472662731722068038,pdrohd,é a idade da teto,2026-02-15 15:35:55,2,False,True,wesleydsg,1.472658854000071e+18,17
1472658854000070901,wesleydsg,31/31/31 é data de nascimento dela?,2026-02-15 15:20:31,0,False,True,carrocho,1.4717026941325806e+18,35
1471702694132580486,carrocho,https://tenor.com/view/jaelin-magik-marvel-rivals-gif-115751958080559206,2026-02-13 00:01:05,0,False,False,,,72
1471688441451384996,bolinouli,<@1315102856277266442> ce queria jogar isso,2026-02-12 23:04:27,0,False,True,"maiosene,daniilago",1.47168826410376e+18,43
1471688264103759894,daniilago,[ANEXO: Liars.Bar.v0.956-OFME.torrent],2026-02-12 23:03:44,0,True,False,,,0
1470561591748595753,bolinouli,eu acho uma otima call todo mundo largar a materia de sexta viu,2026-02-09 20:26:45,1,False,True,wesleydsg,1.4705219042879777e+18,63
1470522376071417868,carrocho,quer q manda aq tbm?,2026-02-09 17:50:55,2,False,True,wesleydsg,1.470522068536918e+18,20
1470522068536918037,wesleydsg,🥹 👍,2026-02-09 17:49:42,1,False,False,,,3
1470522000454717624,carrocho,ta no grupo do wpp la,2026-02-09 17:49:25,0,False,True,wesleydsg,1.4705218512090565e+18,21
1470521904287977648,wesleydsg,So n vou pegar a materia de sexta,2026-02-09 17:49:02,0,False,False,,,33
1470521879554162719,wesleydsg,Pra eu mudar aqui tbm,2026-02-09 17:48:57,0,False,False,,,21
1470521851209056393,wesleydsg,<@1225618468754165846> <@395698445924433931> me mandem a escala 6x1 de vcs ai do perido q vem,2026-02-09 17:48:50,0,False,True,"daniilago,carrocho",,93
1470167659784962211,pdrohd,muito muito obrigado weslery,2026-02-08 18:21:24,0,False,False,,,28
1470167609155522792,wesleydsg,ficou mto fofo mesu,2026-02-08 18:21:12,0,False,False,,,19
1470167599198375997,pdrohd,brigadaoo brigado,2026-02-08 18:21:10,0,False,True,bolinouli,1.470152230358221e+18,17
1470167534480261328,pdrohd,mucho mucho obrigado,2026-02-08 18:20:54,0,False,True,carrocho,1.4700649317463493e+18,20
1470166838460682293,wesleydsg,pq no 9 ele tem 2 betoneiras em cada braço,2026-02-08 18:18:08,0,False,False,,,42
1470166781363617987,wesleydsg,e vai ser o ultimo jogo q vc deve jogar com o Leon novinho,2026-02-08 18:17:55,0,False,False,,,58
1470166639612792969,wesleydsg,o 4 ta bunitao,2026-02-08 18:17:21,0,False,False,,,14
1470166625021071384,wesleydsg,tem q jogar,2026-02-08 18:17:17,0,False,False,,,11
1470166617601216542,wesleydsg,oooooo,2026-02-08 18:17:16,0,False,True,elverton,1.4701392029927386e+18,6
1470152230358220942,bolinouli,aaaaaaa ficou mt bom,2026-02-08 17:20:05,0,False,True,pdrohd,1.469911517859287e+18,20
1470147747418996990,bolinouli,"eu faço muito isso, sempre que aparece uma coisa nova eu quero fazer mas tem que saber escolher pra conseguir conciliar o tempo e se dedicar direito 😆 não tem como sair fazendo tudo",2026-02-08 17:02:17,0,False,True,elverton,1.4691396756408934e+18,181
1470147181032902697,bolinouli,"pois é, do jeito q ta a IA hj em dia fica meio complicado avaliar a escrita da pessoa pq a maioria não deve estar escrevendo o próprio trabalho",2026-02-08 17:00:01,0,False,True,elverton,1.4691384977585646e+18,143
1470139202992738466,elverton,Vi não hahaha. Vou ter que jogar o antigão pra jogar o novo tb. Comprei o 4 remake e não joguei até hoje. Vou ver se jogo no carnaval.,2026-02-08 16:28:19,0,False,True,wesleydsg,1.469366670412878e+18,134
1470138974856024155,elverton,Parece que foi top mesmo. Bom que curtiu hehe,2026-02-08 16:27:25,0,False,True,pdrohd,1.4693357121668424e+18,45
1470064931746349341,carrocho,bunitao,2026-02-08 11:33:12,0,False,False,,,7
1469911864489283680,pdrohd,https://tenor.com/view/frieren-frieren-magic-frieren-silly-frieren-sleepy-frieren-cold-gif-16261835683908406477,2026-02-08 01:24:58,0,False,False,,,111
1469911622892916902,pdrohd,modelo pro mine que eu fiz,2026-02-08 01:24:00,0,False,False,,,26
1469911517859287082,pdrohd,[IMAGEM: image.png],2026-02-08 01:23:35,2,True,False,,,0
1469366715174617252,wesleydsg,Eu nunca joguei esse,2026-02-06 13:18:44,0,False,False,,,20
1469366670412878059,wesleydsg,"E outra, <@367477860220272651>  vc viu q vao lançar o remake do resident evil code verônica em 2027?",2026-02-06 13:18:33,0,False,True,elverton,,100
1469366495367790622,wesleydsg,Vc sabe muito Elverton,2026-02-06 13:17:52,0,False,False,,,22
1469366434692989175,wesleydsg,Taporra KKKKK,2026-02-06 13:17:37,0,False,True,elverton,1.4691415090509906e+18,13
1469354258649579824,carrocho,mt foda,2026-02-06 12:29:14,0,False,False,,,7
1469336071358779506,pdrohd,[VIDEO: VID-20260206-WA0009.mp4] [VIDEO: 20260205_225831_1.mp4] [VIDEO: 20260205_225357_1.mp4],2026-02-06 11:16:58,0,True,False,,,0
1469335805087580275,pdrohd,loucura,2026-02-06 11:15:54,0,False,False,,,7
1469335712166842412,pdrohd,"nossa, foi bom dms viu",2026-02-06 11:15:32,0,False,True,elverton,1.4691422615384927e+18,22
1469164062356275373,diegovsky,conta com a gente :),2026-02-05 23:53:28,0,False,False,,,20
1469164030647205965,diegovsky,entendo bem como é isso kk,2026-02-05 23:53:20,2,False,True,elverton,1.4691396756408934e+18,26
1469163544510595195,carrocho,conte conosco 🫡,2026-02-05 23:51:24,2,False,True,elverton,1.4691400764947172e+18,15
1469163186577211515,carrocho,"relaxa, ta tudo certo",2026-02-05 23:49:59,0,False,True,elverton,1.4691396756408934e+18,21
1469163016049131614,carrocho,esse ano vamos encher o dom bosco com o pessoal na extensão 😎,2026-02-05 23:49:18,2,False,True,elverton,1.4691392487865713e+18,61
1469142261538492591,elverton,bom show ai! Curto a banda e foi uma pena que eu soube em cima da hora haha,2026-02-05 22:26:50,0,False,True,pdrohd,1.469035366618235e+18,75
1469141509050990694,elverton,"Resident Evil é o melhor jogo. Ano passado virei o 1,2,3,4 do ps1 e 0,1 e 2 remasterizado. To com o 3 e 4 remasterizados na pilha + 7 + o Code Veronica do ps2 (esses eu nunca joguei).",2026-02-05 22:23:51,0,False,True,maiosene,1.4470294670957612e+18,183
1469140661973549392,elverton,😂,2026-02-05 22:20:29,0,False,True,bolinouli,1.469071798703227e+18,1
1469140076494717079,elverton,"Inclusive, esse ano tem ENADE e vai dar um trabalho grande. E pessoal, o curso precisa bastante de vocês para atingirmos nota 5. Acredito que vocês são muito capazes de fazer o nosso curso atingir este objetivo.",2026-02-05 22:18:09,0,False,False,,,211
1469139675640893490,elverton,"o problema é que eu tenho atacado muitas frentes ao mesmo tempo -- e sempre surge algo importante como, por exemplo, a abertura de um curso de ciência de dados. Estou me prometendo parar de me envolver em muitas coisas e focar com mais calma nos projetos que eu gosto haha",2026-02-05 22:16:33,0,False,False,,,272
1469139248786571334,elverton,"se o projeto pegar e tiver bastante gente movimentando até o fim do ano, 330 horas. Inclusive é algo que, pessoal, espero muita pró-atividade de vocês neste quesito. Estou querendo ir atrás da secretaria de cultura para dar suporte no projeto. Chegando as aulas, vamos movimentar o projeto, trazer o pessoal, ir em escola quando der, divulgar no instagram. É um projeto muito bacana de extensão e tenho certeza que será muito útil na cidade.",2026-02-05 22:14:52,0,False,True,carrocho,1.46908103446417e+18,441
1469138497758564525,elverton,"Oi boli. Irei definir quando voltar para SJ na semana que vem. Acho que o esquema do semestre passado não foi legal. Com IA tem sido desafiador avaliar vocês. Honestamente, minha vontade é fazer entrevista com cada um 🙂

Mas um esboço rápido da avaliação: Metodologia Cientifica será escrever um projeto de pesquisa com um orientador e com apresentações intermediárias durante a aula. Estou ainda pensando como avaliar a escrita do projeto.

Compsoc serão discussões em aula. Ao contrário do semestre passado, que só passei o tema da aula e deixei livre a bibliografia, neste semestre irei colocar a bibliografia básica da SBC (https://books-sol.sbc.org.br/index.php/sbc/catalog/category/compsoc)",2026-02-05 22:11:53,0,False,True,bolinouli,1.469078161156342e+18,696
1469088003770290441,pdrohd,<:chade:1336857774470201409>,2026-02-05 18:51:14,0,False,False,,,28
1469087987936530774,pdrohd,eu gosto dessa opção,2026-02-05 18:51:10,0,False,True,bolinouli,1.4690762411718781e+18,20
1469081088432279730,carrocho,pra ver se tenho q correr atras de mais horas de extensão,2026-02-05 18:23:45,0,False,False,,,57
1469081034464170076,carrocho,<@367477860220272651> quantas horas de extensao vai dar a ludoteca? tenho q fazer uns calculos aq kkkkkk,2026-02-05 18:23:32,0,False,True,elverton,,104
1469078161156342015,bolinouli,<@367477860220272651> vc tem uma ideia de como vc vai avaliar as matérias q vc vai dar nesse semestre? a gente ta tentando analisar quais matérias pegar pra dar tempo de fazer tudo legal sem passar tanto sufoco no fim do semestre e eu não achei os planos de ensino desse ano,2026-02-05 18:12:07,1,False,True,elverton,,274
1469076726293200927,carrocho,nem ta taaao tryhard assim,2026-02-05 18:06:25,0,False,False,,,26
1469076259110654176,bolinouli,e tira uma dessas materias?,2026-02-05 18:04:34,0,False,False,,,27
1469076241171878049,bolinouli,sera q a gnt vai c a opção nao tryhardar,2026-02-05 18:04:30,0,False,False,,,40
1469075819103129814,bolinouli,e esquecendo q ainda falta 50 eletivas,2026-02-05 18:02:49,0,False,False,,,38
1469075769991893093,bolinouli,vendo q so vai faltar 2 materias obrigatorias,2026-02-05 18:02:37,0,False,False,,,45
1469075739545440326,bolinouli,nos olhando o bgl la,2026-02-05 18:02:30,0,False,False,,,20
1469075711007527105,carrocho,pra mim,2026-02-05 18:02:23,0,False,False,,,7
1469075708394606632,bolinouli,ent,2026-02-05 18:02:22,0,False,False,,,3
1469075697153609962,carrocho,falta mt ainda ent,2026-02-05 18:02:20,0,False,False,,,18
1469075683782430873,carrocho,no,2026-02-05 18:02:17,0,False,False,,,2
1469075677440380940,carrocho,boto fé,2026-02-05 18:02:15,0,False,False,,,7
1469075646742528232,bolinouli,ou o dobro se vc pegar de 30h,2026-02-05 18:02:08,0,False,False,,,29
1469075563955093679,bolinouli,e 6 optativas de 60h,2026-02-05 18:01:48,0,False,False,,,20
1469075496783319216,bolinouli,aparentemente 4 eletivas de 60h,2026-02-05 18:01:32,0,False,False,,,31
1469075444115702036,bolinouli,https://fluxogramas-interativos-ufsj.vercel.app/CCOMP-2023,2026-02-05 18:01:19,0,False,False,,1.4690752466729085e+18,58
1469075382207778886,bolinouli,eu queria pegar a materia do leo rocha mas vai ser melhor pegar ihc todo mundo junto,2026-02-05 18:01:05,0,False,False,,,84
1469075312376676667,bolinouli,pse eu pensei nisso tb,2026-02-05 18:00:48,0,False,True,carrocho,1.469075022151811e+18,22
1469075246672908420,bolinouli,o eu fui procurar e esqueci,2026-02-05 18:00:32,0,False,False,,,27
1469075172379066573,carrocho,<@349347400755707904>,2026-02-05 18:00:15,0,False,True,bolinouli,1.4690740655276728e+18,21
1469075022151811129,carrocho,"pq tem bastante gente pegando ihc, é bom aproveitar",2026-02-05 17:59:39,0,False,False,,,51
1469074966212251740,carrocho,acho q n nesse periodo,2026-02-05 17:59:26,0,False,False,,,22
1469074896679342254,bolinouli,ces tao pensando em pegar web?,2026-02-05 17:59:09,0,False,False,,,30
1469074508529926348,carrocho,e no desenvolvimento de software né,2026-02-05 17:57:36,0,False,False,,,35
1469074394281283676,carrocho,talvez no desenvolvimento web,2026-02-05 17:57:09,0,False,False,,,29
1469074162046865519,bolinouli,sera q da p usar o msm trabalho p 2 coisas em algum lugar ai?,2026-02-05 17:56:14,0,False,False,,,61
1469074090080993505,bolinouli,to pensando um bgl aq,2026-02-05 17:55:57,0,False,False,,,21
1469074065527672896,carrocho,vc lembra quantas horas de eletiva/optativa sao?,2026-02-05 17:55:51,0,False,False,,,48
1469073714216960010,carrocho,interessante,2026-02-05 17:54:27,0,False,False,,,12
1469073304185868524,bolinouli,fica 7 materias porem 3 delas sao de menos horas,2026-02-05 17:52:49,0,False,False,,,48
1469073113248694344,bolinouli,isso + musica,2026-02-05 17:52:04,0,False,False,,,13
1469072865432174676,bolinouli,isso é uma opção,2026-02-05 17:51:05,0,True,False,,,16
1469072739972157482,carrocho,essa ae ja vou pegar,2026-02-05 17:50:35,0,False,True,bolinouli,1.4690721335347814e+18,20
1469072596023644321,bolinouli,a gnt tb tem a opção de pegar as 2 materias do elverton e n pegar nenhuma das do flavio,2026-02-05 17:50:00,0,False,False,,,87
1469072133534781483,bolinouli,oficina de desenvolvimento de software deve ser parecido com oq a gnt fez c o cirilo,2026-02-05 17:48:10,0,True,False,,,84
1469071887425605632,carrocho,legaaal,2026-02-05 17:47:11,0,False,False,,,7
1469071820777849198,bolinouli,https://cdn.discordapp.com/attachments/1438671466865365033/1440540466671259821/1cd3f970-849e-4af8-ad60-7ef3bbe80f2f.webp,2026-02-05 17:46:56,0,False,False,,,120
1469071798703226941,bolinouli,computadores e sociedade é aql materia q o pessoal brinca de desenhar na cartolina parece divertido,2026-02-05 17:46:50,0,True,False,,,99
1469069986461913130,carrocho,https://media.tenor.com/Cy57g0EkrScAAAAM/macaco-maquiado.gif,2026-02-05 17:39:38,0,False,False,,,60
1469069858384777441,bolinouli,https://cdn.discordapp.com/attachments/714209129664872483/1347653004014125118/1cb6ddde-5bfd-431f-84dd-23990fa987de.webp,2026-02-05 17:39:08,0,False,False,,,119
1469069822837915810,bolinouli,a gnt tem q ter o sabado livre p ludoteca,2026-02-05 17:38:59,0,False,False,,,41
1469069729971966103,bolinouli,vdd,2026-02-05 17:38:37,0,False,False,,,3
1469069720022945934,carrocho,IC dependendo,2026-02-05 17:38:35,0,False,False,,,13
1469069698095382618,carrocho,tem extensao tbm,2026-02-05 17:38:30,0,False,False,,,16
1469069625240326361,bolinouli,quando o grupo é a gnt fica fácil pq todo mundo faz as msms aulas praticamente,2026-02-05 17:38:12,0,False,False,,,78
1469069519036223654,bolinouli,e como vai ser grupos diferentes toda vez talvez fique mais dificil de conciliar os horarios,2026-02-05 17:37:47,0,False,False,,,92
1469069400132030688,bolinouli,ihc pelo q o lucas tava falando tem q gravar video tb,2026-02-05 17:37:18,0,False,False,,,53
1469068952821825718,carrocho,poise poise,2026-02-05 17:35:32,0,False,False,,,11
1469068903484358716,bolinouli,e dps ficar peidando no fim do semestre p csg terminar a tempo,2026-02-05 17:35:20,0,False,False,,,62
1469068832860536865,bolinouli,pq n adianta a gnt pegar todas e dps n conseguir fazer trabalho bonito :c,2026-02-05 17:35:03,0,False,False,,,73
1469068552630833163,carrocho,tbm tem isso,2026-02-05 17:33:56,0,False,True,bolinouli,1.4690685190052252e+18,12
1469068534587068569,bolinouli,sim,2026-02-05 17:33:52,0,False,False,,,3
1469068520099676324,carrocho,uma segunda e outra quarta,2026-02-05 17:33:49,0,False,False,,,26
1469068519005225227,bolinouli,pq ihc pelo menos parece q vai ter mt coisa p fazer,2026-02-05 17:33:48,0,False,False,,,51
1469068498755125358,carrocho,"é ent, pq sao 2 materias",2026-02-05 17:33:44,0,False,False,,,24
1469068393314390086,bolinouli,tem q pensar direito se a gnt vai conseguir organizar o tempo p fazer todas bonitinho,2026-02-05 17:33:18,0,False,False,,,85
1469068240587325544,bolinouli,se for assim acho q vai ficar com muito trabalho e muita coisa p escrever,2026-02-05 17:32:42,0,False,False,,,73
1469068157934243871,bolinouli,só q ai eu lembrei,2026-02-05 17:32:22,0,False,False,,,18
1469068099088023552,bolinouli,as materias com o elverton parecem uma boa,2026-02-05 17:32:08,0,False,False,,,42
1469068050220323070,bolinouli,hmmmmm,2026-02-05 17:31:57,0,False,True,carrocho,1.4690679347722322e+18,6
1469067949477466334,carrocho,no lugar de flavio,2026-02-05 17:31:33,0,False,False,,,18
1469067934772232273,carrocho,<@319269827690627072> <@349347400755707904> <@395698445924433931> daria pra pegar introdução a criptografia com o charles tbm,2026-02-05 17:31:29,0,False,True,"wesleydsg,bolinouli,daniilago",,125
1469061593286312078,bolinouli,eu tava pensando nesse redes sociais ai,2026-02-05 17:06:17,0,False,True,wesleydsg,1.46904055461564e+18,39
1469061394082304060,bolinouli,vaos os 3 juntos q fofo,2026-02-05 17:05:30,0,False,False,,,23
1469061308388474931,bolinouli,piano q op,2026-02-05 17:05:09,0,False,True,carrocho,1.4690417260426734e+18,10
1469047692893356105,wesleydsg,ai fica diferente,2026-02-05 16:11:03,0,False,False,,,17
1469047673435722005,wesleydsg,é pq a gente botou piano,2026-02-05 16:10:58,0,False,False,,,24
1469044739184791846,pdrohd,o horario ficou bonito heim,2026-02-05 15:59:19,0,False,False,,,27
1469044521449816074,wesleydsg,<@395698445924433931>,2026-02-05 15:58:27,0,False,True,daniilago,1.4690416161267428e+18,21
1469044474058641665,wesleydsg,fica assim,2026-02-05 15:58:16,0,False,False,,,10
1469044459491823750,wesleydsg,[IMAGEM: image.png],2026-02-05 15:58:12,0,True,False,,,0
1469044384228966410,wesleydsg,[IMAGEM: image.png],2026-02-05 15:57:54,0,True,False,,,0
1469044222127509779,wesleydsg,perae,2026-02-05 15:57:16,0,False,False,,,5
1469044155060719849,pdrohd,preguiça de ficar mexendo naquela interface feia pelo celular,2026-02-05 15:57:00,0,False,False,,,61
1469044130704261346,wesleydsg,ahaam aham,2026-02-05 15:56:54,0,False,False,,,10
1469044090904510695,pdrohd,pq estou bem longe do meu note,2026-02-05 15:56:44,0,False,False,,,30
1469044052715376913,pdrohd,tava esperando vcs decidirem,2026-02-05 15:56:35,0,False,False,,,28
1469044010298376313,pdrohd,eu ainda nem abri o coiso,2026-02-05 15:56:25,0,False,False,,,25
1469043978551955476,pdrohd,como fica essa grade?,2026-02-05 15:56:18,0,False,True,wesleydsg,1.46904055461564e+18,21
1469043740415889629,pdrohd,https://tenor.com/view/teto-kasane-teto-kasane-utau-vocaloid-gif-1752502460421375370,2026-02-05 15:55:21,0,False,False,,,84
1469043710393192716,wesleydsg,dps vc olha ali,2026-02-05 15:55:14,0,False,False,,,15
1469043699005526171,wesleydsg,ememem,2026-02-05 15:55:11,0,False,False,,,6
1469043656479604892,pdrohd,vagabunda,2026-02-05 15:55:01,0,False,False,,,9
1469043655451873402,wesleydsg,KKKKKKKKKKK,2026-02-05 15:55:00,0,False,False,,,11
1469043638246838508,pdrohd,vagabunda,2026-02-05 15:54:56,0,False,False,,,9
1469043630185644073,pdrohd,eu vi tudo,2026-02-05 15:54:54,0,False,False,,,10
1469043604931477647,wesleydsg,vc n viu nd,2026-02-05 15:54:48,0,False,False,,,11
1469043584333254900,wesleydsg,shhhhhhhhhhhh,2026-02-05 15:54:44,0,False,False,,,13
1469043578251644978,daniilago,cara bobao,2026-02-05 15:54:42,0,False,False,,,10
1469043576548757741,wesleydsg,KKKKKKKKKKKK,2026-02-05 15:54:42,0,False,False,,,12
1469043565719064576,daniilago,mentira,2026-02-05 15:54:39,0,False,False,,,7
1469043543363293437,pdrohd,?????,2026-02-05 15:54:34,0,False,False,,,5
1469043486241325148,wesleydsg,<@295011166587977729> <@349347400755707904> o que acham <3,2026-02-05 15:54:20,0,False,True,"bolinouli,pdrohd",1.46904055461564e+18,58
1469041726042673455,carrocho,[IMAGEM: image.png],2026-02-05 15:47:20,0,True,False,,,0
1469041616126742753,wesleydsg,| oficina na sexta por 2 horarios é coisa de viado |,2026-02-05 15:46:54,0,False,False,,,52
1469041224894775448,daniilago,[IMAGEM: image.png],2026-02-05 15:45:21,0,True,False,,,0
1469040563365089436,wesleydsg,go drinking,2026-02-05 15:42:43,0,False,False,,,11
1469040554615640138,wesleydsg,[IMAGEM: image.png],2026-02-05 15:42:41,0,True,False,,,0
1469037958257709327,haniel.,[IMAGEM: image.png],2026-02-05 15:32:22,0,True,False,,,0
1469036159853400064,pdrohd,https://tenor.com/view/sleep-sleeping-sleepy-cat-cat-cute-gif-5647373625706459185,2026-02-05 15:25:13,0,False,False,,,81
1469036124528840716,wesleydsg,boto fe,2026-02-05 15:25:05,0,False,False,,,7
1469036113883697405,pdrohd,vou ficar no ar condicionado aqui,2026-02-05 15:25:02,0,False,False,,,33
1469036093155442895,pdrohd,"o portão abre as 16, vou ir só as 17",2026-02-05 15:24:57,0,False,False,,,36
1469036053225537627,pdrohd,"mas n to na fila agr n, só passei la pra rir um pouco",2026-02-05 15:24:48,0,False,False,,,53
1469036015267352785,wesleydsg,https://tenor.com/view/patrick-spongebob-spongebob-meme-patrick-meme-dumb-patrick-gif-9974665538168463324,2026-02-05 15:24:39,0,False,False,,,105
1469035956316410054,pdrohd,N tava a fim de ir na fila do bk pra tirar foto,2026-02-05 15:24:25,0,False,False,,,47
1469035804599779360,wesleydsg,kd foto dela,2026-02-05 15:23:49,0,False,False,,,12
1469035784081510517,pdrohd,mto op,2026-02-05 15:23:44,0,False,False,,,6
1469035774740529274,pdrohd,KKKKK,2026-02-05 15:23:42,0,False,False,,,5
1469035767283060939,pdrohd,vi uma hatsune miku death parade,2026-02-05 15:23:40,0,False,False,,,32
1469035524915462245,pdrohd,https://tenor.com/view/teto-kasane-freaky-kasane-teto-punch-3d-gif-17782187822996113075,2026-02-05 15:22:42,0,False,False,,,87
1469035487854465135,haniel.,foda demais,2026-02-05 15:22:33,0,False,False,,,11
1469035479809916988,haniel.,foda dms cara,2026-02-05 15:22:31,0,False,False,,,13
1469035474873090333,pdrohd,fila do michael mcromance,2026-02-05 15:22:30,0,False,False,,,25
1469035473933570234,haniel.,caralho,2026-02-05 15:22:30,0,False,True,pdrohd,1.469035366618235e+18,7
1469035418572820562,wesleydsg,cracolandia isso ai?,2026-02-05 15:22:17,0,False,False,,,20
1469035402189996198,wesleydsg,krl,2026-02-05 15:22:13,0,False,False,,,3
1469035366618234950,pdrohd,[VIDEO: VID-20260205-WA0013_1.mp4],2026-02-05 15:22:04,0,True,False,,,0
1469035230898946283,wesleydsg,miligo,2026-02-05 15:21:32,0,False,False,,,6
1469035207322501130,pdrohd,se liga,2026-02-05 15:21:26,0,False,False,,,7
1469035181695303834,pdrohd,oi,2026-02-05 15:21:20,0,False,False,,,2
1469035164310044868,pdrohd,https://tenor.com/view/cat-missile-gif-6310357323967362250,2026-02-05 15:21:16,3,False,False,,,58
1469035064267505716,wesleydsg,[IMAGEM: image.png],2026-02-05 15:20:52,0,True,False,,,0
1469035029752451258,haniel.,ta liquidado,2026-02-05 15:20:44,0,False,True,wesleydsg,1.4690350023764872e+18,12
1469035023566110785,wesleydsg,KKKKKKKKKKKKkk,2026-02-05 15:20:42,0,False,False,,,14
1469035008709890189,haniel.,naso sofri lavagem,2026-02-05 15:20:39,0,False,True,wesleydsg,1.4690349638350318e+18,18
1469035002376487105,wesleydsg,nem funciona cerebro dele mais n,2026-02-05 15:20:37,0,False,False,,,32
1469034963835031755,wesleydsg,"Lucas Daniel ta dizendo pra fazer IHC logo, mas acho q ele sofreu lavagem cerebral",2026-02-05 15:20:28,0,False,False,,,82
1469034847006887967,wesleydsg,"mineração de dados, tec web ou IHC?",2026-02-05 15:20:00,0,False,False,,,35
1469034475718705425,wesleydsg,@everyone  qual dessas 3 ai em,2026-02-05 15:18:32,0,True,False,,,30
1467710254451261655,carrocho,[IMAGEM: image.png],2026-02-01 23:36:33,0,True,False,,,0
1467685827453915311,carrocho,<@1411035179811602532> <@395698445924433931>,2026-02-01 21:59:29,0,False,True,"daniilago,amorsurreal.",,44
1467680568673173514,davijannotti,boa,2026-02-01 21:38:35,0,False,False,,,3
1467680564571275518,davijannotti,entra ai,2026-02-01 21:38:34,0,False,False,,,8
1467680555201204403,carrocho,10 min eu entro,2026-02-01 21:38:32,0,False,False,,,15
1467680540932051108,carrocho,hj eu sou,2026-02-01 21:38:29,0,False,False,,,9
1467680487404343429,davijannotti,<@1225618468754165846> hj vc é parceiro?,2026-02-01 21:38:16,0,False,True,carrocho,,40
1467334833247223990,amorsurreal.,I'm gay,2026-01-31 22:44:46,2,False,False,,,7
1467334450437161194,carrocho,amanha a gente joga,2026-01-31 22:43:14,0,False,False,,,19
1467334437938401300,carrocho,vou passar dessa vez,2026-01-31 22:43:11,0,False,False,,,20
1467334142927700130,davijannotti,só eu e tu carrocho,2026-01-31 22:42:01,0,False,False,,,19
1467334127589265491,davijannotti,vagabundo n quer voltar,2026-01-31 22:41:57,0,False,False,,,23
1467333440054497382,carrocho,<@395698445924433931>,2026-01-31 22:39:13,0,False,True,daniilago,,21
1467333428486733894,carrocho,se o daniel voltar eu volto,2026-01-31 22:39:11,0,False,False,,,27
1467333398275293479,davijannotti,ta cedo,2026-01-31 22:39:03,0,False,False,,,7
1467333394655613019,davijannotti,obriga o daniel a voltar,2026-01-31 22:39:03,0,False,False,,,24
1467333359888765090,davijannotti,dps volta?,2026-01-31 22:38:54,0,False,False,,,10
1467332522466869330,carrocho,to jantando,2026-01-31 22:35:35,0,False,False,,,11
1467332483593801748,davijannotti,pls,2026-01-31 22:35:25,0,False,False,,,3
1467332474798477428,davijannotti,voltem,2026-01-31 22:35:23,0,False,False,,,6
1467332463557738721,davijannotti,kkkkkkkkkkkkkkkkk,2026-01-31 22:35:21,0,False,False,,,17
1467332404342559026,carrocho,<@395698445924433931> <@516666578557730849> <@321437043135873024> tava na hora de sair msm 😨,2026-01-31 22:35:06,0,True,True,"davijannotti,vinilicia,daniilago",,92
1466567211736109282,daniilago,BowedShoot#E753,2026-01-29 19:54:30,1,False,False,,,15
1465779107961766139,wesleydsg,[IMAGEM: image.png],2026-01-27 15:42:52,0,True,False,,,0
1465732294588240227,bolinouli,https://tenor.com/view/davy-jones-gameplayrj-dark-souls-gif-8913324862818923644,2026-01-27 12:36:51,0,False,False,,,79
1465409684050546893,davijannotti,[IMAGEM: image.png],2026-01-26 15:14:54,0,True,False,,,0
1449196388368912554,pdrohd,ixi,2025-12-12 21:29:03,1,False,True,bolinouli,1.449186094255047e+18,3
1449186094255046787,bolinouli,https://www.youtube.com/shorts/6dYSuzkI9iE,2025-12-12 20:48:09,0,False,False,,,42
1449186092468408420,bolinouli,eu vi foi isso aq,2025-12-12 20:48:09,0,False,True,pdrohd,1.4491310952360223e+18,17
1449131450518732821,pdrohd,https://tenor.com/view/ironmouse-vshojo-ironmouse-dancing-ironmouse-dance-ironmouse-lethal-company-gif-16581676177344147622,2025-12-12 17:11:01,0,False,False,,,123
1449131250693570570,pdrohd,KKKKKKKKK,2025-12-12 17:10:13,0,False,False,,,9
1449131241910829107,pdrohd,ft. ironmouse ainda,2025-12-12 17:10:11,0,False,False,,,19
1449131100810252441,pdrohd,KKKKKKKKKKKKKKKKKKKKK,2025-12-12 17:09:37,0,False,False,,,21
1449131095236022297,pdrohd,????????????,2025-12-12 17:09:36,0,True,False,,,12
1449064185559257239,haniel.,bom dia,2025-12-12 12:43:44,0,False,False,,,7
1449064164600578069,haniel.,KKKKKKKKKKKKKKKKKKKKKK,2025-12-12 12:43:39,0,False,False,,,22
1448908026609275061,jose_ze,Boa noite,2025-12-12 02:23:12,0,False,False,,,9
1448907905075118081,bolinouli,boa noite <@434422272753664010>,2025-12-12 02:22:43,0,False,True,haniel.,,31
1448889517061836871,haniel.,cai,2025-12-12 01:09:39,0,False,False,,,3
1448889513635086407,carrocho,boa noite <@434422272753664010>,2025-12-12 01:09:39,0,False,True,haniel.,,31
1448889508123643994,haniel.,boa noite,2025-12-12 01:09:37,0,False,False,,,9
1448889452549243011,daniilago,boa noite <@434422272753664010>,2025-12-12 01:09:24,0,False,True,haniel.,,31
